2026-01-23T16:07:29.291-0800	INFO	livekit	server/main.go:212	starting in development mode
2026-01-23T16:07:45.773-0800	DEBUG	livekit.pub	rtc/participant.go:2965	pending track added	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "request": {"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"]}, "pendingTrack": {"trackInfos": [{"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "codecs": [{"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}], "sdpRids": ["", "", ""], "migrated": false, "createdAt": "2026-01-23T16:07:45.773-0800", "queued": false}}
2026-01-23T16:07:45.773-0800	DEBUG	livekit.pub	rtc/participant_signal.go:237	sending track published	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "trackInfo": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "codecs": [{"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}}
2026-01-23T16:07:45.773-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"trackPublished": {"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "track": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "codecs": [{"cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}}}}
2026-01-23T16:07:45.773-0800	DEBUG	livekit	service/rtcservice.go:483	sending signal response	{"connID": "CO_38weKhxdzxGA", "response": {"TrackPublished":{"cid":"41efa37f-f18d-42f6-8a08-0becded23c9f","track":{"sid":"TR_AMkkb3UhqfBcLC","source":2,"codecs":[{"cid":"41efa37f-f18d-42f6-8a08-0becded23c9f"}],"stream":"camera","audio_features":[2,3,4],"backup_codec_policy":1}}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.798-0800	DEBUG	livekit	service/rtcservice.go:539	received offer	{"connID": "CO_38weKhxdzxGA", "offer": {"Offer":{"type":"offer","sdp":"v=0\r\no=- 7630688147674136791 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS 550490e9-3407-4d9a-8b98-93370eaaf63e\r\na=group:BUNDLE 0 1\r\nm=application 56127 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.86.29\r\na=setup:actpass\r\na=mid:0\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=candidate:3232128720 1 udp 2122260223 192.168.86.29 56127 typ host generation 0 network-id 1 network-cost 10\r\na=ice-options:trickle\r\na=sctp-port:5000\r\na=max-message-size:262144\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 63 9 0 8 13 110 126\r\nc=IN IP4 0.0.0.0\r\na=rtpmap:111 opus/48000/2\r\na=rtpmap:63 red/48000/2\r\na=rtpmap:9 G722/8000\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:13 CN/8000\r\na=rtpmap:110 telephone-event/48000\r\na=rtpmap:126 telephone-event/8000\r\na=fmtp:111 minptime=10;useinbandfec=1;stereo=1\r\na=fmtp:63 111/111\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=rtcp-fb:111 transport-cc\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:3 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=setup:actpass\r\na=mid:1\r\na=msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=sendonly\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=ice-options:trickle\r\na=ssrc:1405693917 cname:Z+DskxN9ejabCBQ0\r\na=ssrc:1405693917 msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=rtcp-mux\r\na=rtcp-rsize\r\n","id":2}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.798-0800	DEBUG	livekit	signalling/signalhandler.go:57	handling signal request	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "request": {"offer": {"type": "offer", "sdp": "v=0\r\no=- 7630688147674136791 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS 550490e9-3407-4d9a-8b98-93370eaaf63e\r\na=group:BUNDLE 0 1\r\nm=application 56127 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.86.29\r\na=setup:actpass\r\na=mid:0\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=candidate:3232128720 1 udp 2122260223 192.168.86.29 56127 typ host generation 0 network-id 1 network-cost 10\r\na=ice-options:trickle\r\na=sctp-port:5000\r\na=max-message-size:262144\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 63 9 0 8 13 110 126\r\nc=IN IP4 0.0.0.0\r\na=rtpmap:111 opus/48000/2\r\na=rtpmap:63 red/48000/2\r\na=rtpmap:9 G722/8000\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:13 CN/8000\r\na=rtpmap:110 telephone-event/48000\r\na=rtpmap:126 telephone-event/8000\r\na=fmtp:111 minptime=10;useinbandfec=1;stereo=1\r\na=fmtp:63 111/111\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=rtcp-fb:111 transport-cc\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:3 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=setup:actpass\r\na=mid:1\r\na=msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=sendonly\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=ice-options:trickle\r\na=ssrc:1405693917 cname:Z+DskxN9ejabCBQ0\r\na=ssrc:1405693917 msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=rtcp-mux\r\na=rtcp-rsize\r\n", "id": 2}}}
2026-01-23T16:07:45.798-0800	DEBUG	livekit.pub	rtc/participant.go:1111	received offer	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "offer": {"type":"offer","sdp":"v=0\r\no=- 7630688147674136791 3 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS 550490e9-3407-4d9a-8b98-93370eaaf63e\r\na=group:BUNDLE 0 1\r\nm=application 56127 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 192.168.86.29\r\na=setup:actpass\r\na=mid:0\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=candidate:3232128720 1 udp 2122260223 192.168.86.29 56127 typ host generation 0 network-id 1 network-cost 10\r\na=ice-options:trickle\r\na=sctp-port:5000\r\na=max-message-size:262144\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 63 9 0 8 13 110 126\r\nc=IN IP4 0.0.0.0\r\na=rtpmap:111 opus/48000/2\r\na=rtpmap:63 red/48000/2\r\na=rtpmap:9 G722/8000\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:13 CN/8000\r\na=rtpmap:110 telephone-event/48000\r\na=rtpmap:126 telephone-event/8000\r\na=fmtp:111 minptime=10;useinbandfec=1;stereo=1\r\na=fmtp:63 111/111\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=rtcp-fb:111 transport-cc\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:3 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=setup:actpass\r\na=mid:1\r\na=msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=sendonly\r\na=ice-ufrag:CeOS\r\na=ice-pwd:QeL/wXopeS/F0PE18MdvuYrB\r\na=fingerprint:sha-256 55:38:39:F6:9A:35:60:8B:1E:23:37:0A:41:E4:04:D4:55:87:F8:DF:2D:AA:0E:C0:DF:99:35:50:9A:AC:13:65\r\na=ice-options:trickle\r\na=ssrc:1405693917 cname:Z+DskxN9ejabCBQ0\r\na=ssrc:1405693917 msid:550490e9-3407-4d9a-8b98-93370eaaf63e 41efa37f-f18d-42f6-8a08-0becded23c9f\r\na=rtcp-mux\r\na=rtcp-rsize\r\n"}, "offerId": 2}
2026-01-23T16:07:45.798-0800	DEBUG	livekit.transport	rtc/transport.go:2754	processing offer	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "offerId": 2}
2026-01-23T16:07:45.799-0800	DEBUG	livekit.pub	rtc/participant.go:1161	sending answer	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 8171051241459386818 1769213265 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:4006465565 2 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 2 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 63 111 0 8\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:63 red/48000/2\r\na=fmtp:63 111/111\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1;usedtx=1\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=recvonly\r\n"}, "answerId": 2, "midToTrackID": {}}
2026-01-23T16:07:45.799-0800	DEBUG	livekit	signalling/signallerasync.go:105	sent signal response	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "response": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 8171051241459386818 1769213265 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:4006465565 2 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 2 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 63 111 0 8\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:63 red/48000/2\r\na=fmtp:63 111/111\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1;usedtx=1\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=recvonly\r\n", "id": 2}}}
2026-01-23T16:07:45.799-0800	DEBUG	livekit	service/rtcservice.go:446	sending answer	{"connID": "CO_38weKhxdzxGA", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 8171051241459386818 1769213265 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 F1:15:4F:94:63:16:B1:41:FF:E0:BF:76:A9:05:13:DA:06:F8:FD:71:B0:F9:EF:A2:6D:B5:E1:B4:49:03:CC:A5\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0 1\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=candidate:4006465565 1 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:4006465565 2 udp 2130706431 192.168.86.29 7882 typ host ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 63353 typ srflx raddr 0.0.0.0 rport 63353 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 60367 typ srflx raddr 0.0.0.0 rport 60367 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 1 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:2756283413 2 udp 1694498815 69.181.38.37 54523 typ srflx raddr 0.0.0.0 rport 54523 ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 1 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=candidate:1396613629 2 tcp 1671430143 192.168.86.29 7881 typ host tcptype passive ufrag lMktYSHNrWUTsOoh\r\na=end-of-candidates\r\nm=audio 9 UDP/TLS/RTP/SAVPF 63 111 0 8\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:1\r\na=ice-ufrag:lMktYSHNrWUTsOoh\r\na=ice-pwd:FtUqbRURucKydRpCwBzKatKUTcXQfNLQ\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:63 red/48000/2\r\na=fmtp:63 111/111\r\na=rtpmap:111 opus/48000/2\r\na=fmtp:111 minptime=10;useinbandfec=1;usedtx=1\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=recvonly\r\n","id":2}}, "room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS"}
2026-01-23T16:07:45.799-0800	DEBUG	livekit	rtc/participant.go:2186	onMediaTrack	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "codec": {"MimeType":"audio/red","ClockRate":48000,"Channels":2,"SDPFmtpLine":"111/111","RTCPFeedback":null,"PayloadType":63}, "payloadType": 63, "fromSdp": true, "parameters": {"HeaderExtensions":[{"URI":"urn:ietf:params:rtp-hdrext:ssrc-audio-level","ID":1},{"URI":"urn:ietf:params:rtp-hdrext:sdes:mid","ID":4}],"Codecs":[{"MimeType":"audio/red","ClockRate":48000,"Channels":2,"SDPFmtpLine":"111/111","RTCPFeedback":null,"PayloadType":63},{"MimeType":"audio/opus","ClockRate":48000,"Channels":2,"SDPFmtpLine":"minptime=10;useinbandfec=1;stereo=1","RTCPFeedback":null,"PayloadType":111},{"MimeType":"audio/PCMU","ClockRate":8000,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":0},{"MimeType":"audio/PCMA","ClockRate":8000,"Channels":0,"SDPFmtpLine":"","RTCPFeedback":null,"PayloadType":8}]}}
2026-01-23T16:07:45.800-0800	DEBUG	livekit.pub	rtc/participant.go:3060	media track received	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "kind": "audio", "trackID": "41efa37f-f18d-42f6-8a08-0becded23c9f", "rid": "", "SSRC": 1405693917, "mime": "audio/red", "mid": "1"}
2026-01-23T16:07:45.800-0800	DEBUG	livekit.pub	rtc/uptrackmanager.go:267	added published track	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "trackInfo": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "codecs": [{"mimeType": "audio/red", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}}
2026-01-23T16:07:45.800-0800	DEBUG	livekit.pub	rtc/mediatrack.go:352	AddReceiver	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "rid": "", "layer": 0, "ssrc": 1405693917, "codec": {"MimeType":"audio/red","ClockRate":48000,"Channels":2,"SDPFmtpLine":"111/111","RTCPFeedback":null,"PayloadType":63}, "trackInfo": {"sid": "TR_AMkkb3UhqfBcLC", "type": "AUDIO", "source": "MICROPHONE", "mimeType": "audio/red", "codecs": [{"mimeType": "audio/red", "cid": "41efa37f-f18d-42f6-8a08-0becded23c9f", "videoLayerMode": "MODE_UNUSED"}], "encryption": "NONE", "stream": "camera", "version": {"unixMicro": 1769213265800297}, "audioFeatures": ["TF_AUTO_GAIN_CONTROL", "TF_ECHO_CANCELLATION", "TF_NOISE_SUPPRESSION"], "backupCodecPolicy": "SIMULCAST"}}
2026-01-23T16:07:45.802-0800	DEBUG	livekit.pub	rtc/mediatrack.go:480	primary codec published, set potential codecs	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "potential": [{"MimeType":"audio/red","ClockRate":48000,"Channels":2,"SDPFmtpLine":"111/111","RTCPFeedback":null,"PayloadType":63}]}
2026-01-23T16:07:45.803-0800	DEBUG	livekit.pub	rtc/mediatrackreceiver.go:242	setup receiver	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "priority": 0, "receivers": ["audio/red"], "mid": "1"}
2026-01-23T16:07:45.803-0800	DEBUG	livekit.pub	sfu/receiver.go:799	starting forwarding	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "layer": 0}
2026-01-23T16:07:45.803-0800	DEBUG	livekit.pub	sfu/receiver.go:484	starting forwarder	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "layer": 0}
2026-01-23T16:07:45.804-0800	DEBUG	livekit.pub.pub.sfu	buffer/buffer.go:248	binding track	{"room": "test-room", "roomID": "RM_NWWe9PBEZDsB", "participant": "User", "pID": "PA_4Jp57eSJ3qGS", "remote": false, "trackID": "TR_AMkkb3UhqfBcLC", "relayed": false, "mime": "audio/red", "layer": 0, "ssrc": 1405693917}
